image_directory,label
AAACXZTV/AAACXZTV_f000059.jpg,0
AAAUILHH/AAAUILHH_f000098.jpg,1
AAAUILHH/AAAUILHH_f000099.jpg,1
AAAUILHH/AAAUILHH_f000100.jpg,1
AAAUILHH/AAAUILHH_f000101.jpg,1
AAAUILHH/AAAUILHH_f000102.jpg,1
AAAUILHH/AAAUILHH_f000103.jpg,1
AAAUILHH/AAAUILHH_f000106.jpg,1
AAAUILHH/AAAUILHH_f000107.jpg,1
AAAUILHH/AAAUILHH_f000108.jpg,1
AAAUILHH/AAAUILHH_f000109.jpg,1
AAAUILHH/AAAUILHH_f000110.jpg,1
AAAUILHH/AAAUILHH_f000111.jpg,1
AAAUILHH/AAAUILHH_f000112.jpg,1
AAJYPNPL/AAJYPNPL_f000011.jpg,2
AAJYPNPL/AAJYPNPL_f000012.jpg,2
AAJYPNPL/AAJYPNPL_f000013.jpg,2
AAJYPNPL/AAJYPNPL_f000014.jpg,2
AAJYPNPL/AAJYPNPL_f000015.jpg,2
AAKLZWUH/AAKLZWUH_f000014.jpg,0
AANVVUPH/AANVVUPH_f000002.jpg,1
AANVVUPH/AANVVUPH_f000003.jpg,1
AANVVUPH/AANVVUPH_f000004.jpg,1
AANVVUPH/AANVVUPH_f000005.jpg,1
AANVVUPH/AANVVUPH_f000006.jpg,1
AANVVUPH/AANVVUPH_f000007.jpg,1
AANVVUPH/AANVVUPH_f000011.jpg,1
AANVVUPH/AANVVUPH_f000012.jpg,1
AANVVUPH/AANVVUPH_f000013.jpg,1
AANVVUPH/AANVVUPH_f000014.jpg,1
AANVVUPH/AANVVUPH_f000015.jpg,1
AANVVUPH/AANVVUPH_f000016.jpg,1
AANVVUPH/AANVVUPH_f000017.jpg,1
AAQPAHFB/AAQPAHFB_f000140.jpg,0
AAQPAHFB/AAQPAHFB_f000141.jpg,0
AAQPAHFB/AAQPAHFB_f000142.jpg,0
AASDYJTR/AASDYJTR_f000015.jpg,0
AASDYJTR/AASDYJTR_f000016.jpg,0
AATWKNPL/AATWKNPL_f000029.jpg,0
AATWKNPL/AATWKNPL_f000030.jpg,0
AAUQSVYU/AAUQSVYU_f000077.jpg,2
AAUQSVYU/AAUQSVYU_f000078.jpg,2
AAUQSVYU/AAUQSVYU_f000079.jpg,2
AAUQSVYU/AAUQSVYU_f000080.jpg,2
AAUQSVYU/AAUQSVYU_f000081.jpg,2
AAVNEICC/AAVNEICC_f000036.jpg,1
AAVNEICC/AAVNEICC_f000039.jpg,1
AAVNEICC/AAVNEICC_f000042.jpg,1
AAXVMCGB/AAXVMCGB_f000016.jpg,1
AAXVMCGB/AAXVMCGB_f000017.jpg,1
AAXVMCGB/AAXVMCGB_f000020.jpg,1
AAXVMCGB/AAXVMCGB_f000021.jpg,1
AAXVMCGB/AAXVMCGB_f000022.jpg,1
AAXVMCGB/AAXVMCGB_f000023.jpg,1
AAXVMCGB/AAXVMCGB_f000024.jpg,1
AAYCBRHB/AAYCBRHB_f000034.jpg,0
AAYCBRHB/AAYCBRHB_f000035.jpg,0
AAYLTNPL/AAYLTNPL_f000038.jpg,2
AAYLTNPL/AAYLTNPL_f000039.jpg,2
AAYLTNPL/AAYLTNPL_f000040.jpg,2
AAYLTNPL/AAYLTNPL_f000041.jpg,2
AAYLTNPL/AAYLTNPL_f000042.jpg,2
AAYLTNPL/AAYLTNPL_f000043.jpg,2
ABATBLHH/ABATBLHH_f000037.jpg,1
ABATBLHH/ABATBLHH_f000038.jpg,1
ABATBLHH/ABATBLHH_f000041.jpg,1
ABATBLHH/ABATBLHH_f000042.jpg,1
ABATBLHH/ABATBLHH_f000043.jpg,1
ABATBLHH/ABATBLHH_f000045.jpg,1
ABATBLHH/ABATBLHH_f000046.jpg,1
ABBCACCX/ABBCACCX_f000044.jpg,2
ABGHPMGJ/ABGHPMGJ_f000020.jpg,1
ABGHPMGJ/ABGHPMGJ_f000021.jpg,1
ABGHPMGJ/ABGHPMGJ_f000022.jpg,1
ABGHPMGJ/ABGHPMGJ_f000023.jpg,1
ABGHPMGJ/ABGHPMGJ_f000024.jpg,1
ABGHPMGJ/ABGHPMGJ_f000025.jpg,1
ABGHPMGJ/ABGHPMGJ_f000026.jpg,1
ABGHPMGJ/ABGHPMGJ_f000027.jpg,1
ABGHPMGJ/ABGHPMGJ_f000028.jpg,1
ABGHPMGJ/ABGHPMGJ_f000029.jpg,1
ABGHPMGJ/ABGHPMGJ_f000030.jpg,1
ABGHPMGJ/ABGHPMGJ_f000031.jpg,1
ABGHPMGJ/ABGHPMGJ_f000032.jpg,1
ABGNAUZX/ABGNAUZX_f000043.jpg,0
ABGNAUZX/ABGNAUZX_f000044.jpg,0
ABJYRLSQ/ABJYRLSQ_f000034.jpg,0
ABKSHVEI/ABKSHVEI_f000005.jpg,0
ABKSHVEI/ABKSHVEI_f000006.jpg,0
ABNXQJVY/ABNXQJVY_f000023.jpg,0
ABUHYUFF/ABUHYUFF_f000094.jpg,0
ABUHYUFF/ABUHYUFF_f000095.jpg,0
ACFBCJIR/ACFBCJIR_f000034.jpg,0
ACFBCJIR/ACFBCJIR_f000128.jpg,0
ACFBCJIR/ACFBCJIR_f000242.jpg,0
ACFQUZAA/ACFQUZAA_f000036.jpg,3
ACFQUZAA/ACFQUZAA_f000037.jpg,3
ACFQUZAA/ACFQUZAA_f000038.jpg,3
ACFQUZAA/ACFQUZAA_f000039.jpg,3
ACFQUZAA/ACFQUZAA_f000040.jpg,3
ACFQUZAA/ACFQUZAA_f000041.jpg,3
ACFQUZAA/ACFQUZAA_f000045.jpg,3
ACFQUZAA/ACFQUZAA_f000046.jpg,3
ACFQUZAA/ACFQUZAA_f000048.jpg,3
ACFQUZAA/ACFQUZAA_f000049.jpg,3
ACHCJNPL/ACHCJNPL_f000040.jpg,2
ACHCJNPL/ACHCJNPL_f000041.jpg,2
ACHCJNPL/ACHCJNPL_f000042.jpg,2
ACHCJNPL/ACHCJNPL_f000043.jpg,2
ACHCJNPL/ACHCJNPL_f000044.jpg,2
ACHCJNPL/ACHCJNPL_f000045.jpg,2
ACIOMPKK/ACIOMPKK_f000018.jpg,0
ACIZEENW/ACIZEENW_f000035.jpg,2
ACIZEENW/ACIZEENW_f000036.jpg,2
ACRFBHGW/ACRFBHGW_f000018.jpg,0
ACRFBHGW/ACRFBHGW_f000019.jpg,0
