image_directory,part0_x,part0_y,part1_x,part1_y,part2_x,part2_y,part3_x,part3_y,part4_x,part4_y,part5_x,part5_y,part6_x,part6_y,part7_x,part7_y,part8_x,part8_y,part9_x,part9_y,part10_x,part10_y,part11_x,part11_y,part12_x,part12_y,part13_x,part13_y,part14_x,part14_y,part15_x,part15_y,part16_x,part16_y,part17_x,part17_y,part18_x,part18_y,part19_x,part19_y,part20_x,part20_y,part21_x,part21_y,part22_x,part22_y
AIFRKUPH/AIFRKUPH_f000032.jpg,200.0,96.0,190.0,142.0,-1.0,-1.0,95.0,173.0,166.0,222.0,-1.0,-1.0,93.0,191.0,409.0,162.0,-1.0,-1.0,499.0,279.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000033.jpg,200.0,96.0,190.0,142.0,-1.0,-1.0,95.0,173.0,166.0,222.0,-1.0,-1.0,93.0,191.0,409.0,162.0,-1.0,-1.0,499.0,279.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000034.jpg,200.0,96.0,185.0,137.0,-1.0,-1.0,90.0,166.0,163.0,220.0,-1.0,-1.0,89.0,184.0,409.0,162.0,-1.0,-1.0,499.0,279.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000035.jpg,200.0,96.0,185.0,137.0,-1.0,-1.0,90.0,166.0,152.0,214.0,-1.0,-1.0,89.0,184.0,409.0,162.0,-1.0,-1.0,499.0,279.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000036.jpg,200.0,96.0,180.0,133.0,-1.0,-1.0,85.0,168.0,152.0,214.0,-1.0,-1.0,84.0,187.0,409.0,162.0,-1.0,-1.0,496.0,281.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000037.jpg,200.0,96.0,176.0,133.0,-1.0,-1.0,85.0,168.0,152.0,214.0,-1.0,-1.0,84.0,187.0,409.0,162.0,-1.0,-1.0,496.0,281.0,-1.0,-1.0,604.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000041.jpg,200.0,96.0,176.0,133.0,-1.0,-1.0,80.0,168.0,177.0,237.0,-1.0,-1.0,78.0,195.0,402.0,151.0,-1.0,-1.0,485.0,283.0,-1.0,-1.0,590.0,336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000042.jpg,200.0,96.0,170.0,135.0,-1.0,-1.0,77.0,166.0,162.0,231.0,-1.0,-1.0,73.0,194.0,402.0,151.0,-1.0,-1.0,485.0,283.0,-1.0,-1.0,590.0,336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000044.jpg,200.0,96.0,165.0,139.0,-1.0,-1.0,77.0,166.0,156.0,235.0,-1.0,-1.0,76.0,197.0,402.0,151.0,-1.0,-1.0,485.0,283.0,-1.0,-1.0,594.0,332.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
AIFRKUPH/AIFRKUPH_f000045.jpg,200.0,96.0,162.0,141.0,-1.0,-1.0,73.0,174.0,144.0,232.0,-1.0,-1.0,70.0,205.0,402.0,151.0,-1.0,-1.0,485.0,283.0,-1.0,-1.0,594.0,332.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ALVMKWWH/ALVMKWWH_f000158.jpg,386.0960043875,71.4953793284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,366.395736812,84.3449261292,385.1567193588,79.8722484613,355.7175491174,86.2723544832,398.9988145185,76.4375070731,-1.0,-1.0,412.2476770285,74.3617811585,369.0900017627,91.0168499102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
ALVMKWWH/ALVMKWWH_f000162.jpg,394.7608949351,67.588738901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,380.1050328882,75.5462038011,391.9595267731,76.0898393195,368.4400521168,79.1621954516,412.593344795,69.4876577667,354.1594097209,83.1418792638,430.1348634762,69.489560491,378.5693513023,89.1123563443,378.5693513023,114.07582753,384.4116396313,114.7959487155,376.3979714962,116.6083535923,386.26874159,118.1714975687,372.8671002013,120.3181223696,391.2766803926,123.618548179,382.5502142801,114.7994064049,382.5502142801,116.9701430298,382.1883176458,119.1408796546
ALVMKWWH/ALVMKWWH_f000164.jpg,396.6641830195,65.9578323459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,381.4645243771,75.0025682828,395.9403897509,73.5554105329,366.2648657346,79.7058309699,412.949531565,65.234253471,343.8272744052,83.6855147821,434.3014329914,61.6163590962,385.8072839892,88.3887774693,377.1217647649,116.2465641548,383.3259497283,115.1577381529,372.4171085185,121.3116162795,385.9068449557,120.7040236311,366.6267623689,127.100247279,392.5404636807,127.8662443017,380.378834474,115.1611958424,381.1026277427,117.3319324672,381.8264210114,121.6734057169
